,loss,out1_accuracy,out1_loss,out2_accuracy,out2_loss,val_loss,val_out1_accuracy,val_out1_loss,val_out2_accuracy,val_out2_loss
0,1.735025405883789,0.1517857164144516,1.8202072381973267,0.1696428507566452,1.6782375574111938,1.6807907819747925,0.125,1.7849910259246826,0.15625,1.6113238334655762
1,1.6252477169036865,0.2767857015132904,1.6230814456939697,0.2410714328289032,1.6266918182373047,1.6758980751037598,0.15625,1.752716302871704,0.125,1.6246857643127441
2,1.6229444742202759,0.1785714328289032,1.6184402704238892,0.2232142835855484,1.62594735622406,1.6787045001983643,0.21875,1.761112093925476,0.21875,1.6237659454345703
3,1.596417784690857,0.3035714328289032,1.592647671699524,0.25,1.5989311933517456,1.6927590370178223,0.25,1.8141353130340576,0.25,1.6118413209915161
4,1.6268446445465088,0.3035714328289032,1.5679466724395752,0.1875,1.6661096811294556,1.6878538131713867,0.21875,1.8074482679367065,0.25,1.6081241369247437
5,1.5614820718765259,0.2767857015132904,1.525061011314392,0.2142857164144516,1.585762858390808,1.6464953422546387,0.21875,1.7112479209899902,0.28125,1.6033269166946411
6,1.5622694492340088,0.3571428656578064,1.5415211915969849,0.2678571343421936,1.576101541519165,1.615010142326355,0.25,1.6326894760131836,0.21875,1.6032238006591797
7,1.509459137916565,0.3571428656578064,1.5017040967941284,0.3303571343421936,1.5146290063858032,1.57853102684021,0.3125,1.5878939628601074,0.1875,1.572288990020752
8,1.5579036474227905,0.2678571343421936,1.5230941772460938,0.2857142984867096,1.5811097621917725,1.580606460571289,0.28125,1.555830955505371,0.21875,1.5971235036849976
9,1.5174474716186523,0.3482142984867096,1.497878074645996,0.3839285671710968,1.5304934978485107,1.564922571182251,0.4375,1.5061237812042236,0.21875,1.6041216850280762
10,1.5324019193649292,0.375,1.4484549760818481,0.2946428656578064,1.5883663892745972,1.5650975704193115,0.40625,1.5055408477783203,0.25,1.604801893234253
11,1.5031079053878784,0.375,1.4367926120758057,0.3035714328289032,1.5473181009292603,1.5562973022460938,0.40625,1.4802948236465454,0.28125,1.6069655418395996
12,1.4477540254592896,0.4464285671710968,1.4064260721206665,0.3392857015132904,1.4753061532974243,1.5642344951629639,0.375,1.483182430267334,0.28125,1.6182692050933838
13,1.433320164680481,0.4732142984867096,1.3958615064620972,0.3214285671710968,1.458292841911316,1.5477774143218994,0.4375,1.4434232711791992,0.3125,1.6173467636108398
14,1.408356785774231,0.4553571343421936,1.3844553232192993,0.4553571343421936,1.4242912530899048,1.5130196809768677,0.40625,1.3947601318359375,0.34375,1.591859221458435
15,1.431136131286621,0.4107142984867096,1.372405767440796,0.3571428656578064,1.4702894687652588,1.5024964809417725,0.375,1.3543621301651,0.28125,1.601252555847168
16,1.4494221210479736,0.4642857015132904,1.3659673929214478,0.375,1.5050585269927979,1.5214200019836426,0.4375,1.3603897094726562,0.25,1.62877357006073
17,1.3379757404327393,0.5267857313156128,1.2626008987426758,0.4107142984867096,1.3882255554199219,1.5182663202285767,0.46875,1.3428568840026855,0.25,1.635205864906311
18,1.3370201587677002,0.5555555820465088,1.2693485021591187,0.46464645862579346,1.3768270015716553,1.5420331954956055,0.59375,1.3266750574111938,0.1875,1.6856051683425903
19,1.3235872983932495,0.5625,1.215566635131836,0.4285714328289032,1.3956009149551392,1.5447473526000977,0.625,1.328307867050171,0.1875,1.689040184020996
20,1.3046625852584839,0.6339285969734192,1.1590055227279663,0.3482142984867096,1.4017670154571533,1.5263410806655884,0.625,1.303525447845459,0.09375,1.6748846769332886
21,1.3136688470840454,0.5178571343421936,1.274808645248413,0.4196428656578064,1.3395756483078003,1.5046924352645874,0.5625,1.2550759315490723,0.1875,1.6711032390594482
22,1.3427717685699463,0.5803571343421936,1.183312177658081,0.3928571343421936,1.4490782022476196,1.4643254280090332,0.59375,1.1863200664520264,0.1875,1.6496624946594238
23,1.2879809141159058,0.5982142686843872,1.203383445739746,0.4464285671710968,1.344379186630249,1.459132432937622,0.625,1.1423180103302002,0.21875,1.670341968536377
24,1.2907731533050537,0.6071428656578064,1.161158800125122,0.4553571343421936,1.3771826028823853,1.462652325630188,0.65625,1.1325592994689941,0.1875,1.6827142238616943
25,1.2438327074050903,0.5892857313156128,1.1080538034439087,0.4642857015132904,1.3343517780303955,1.4455609321594238,0.71875,1.0763020515441895,0.15625,1.6917335987091064
26,1.3123743534088135,0.5267857313156128,1.2028030157089233,0.4107142984867096,1.3854217529296875,1.4621899127960205,0.71875,1.0939874649047852,0.15625,1.707658290863037
27,1.257031798362732,0.6428571343421936,1.1257895231246948,0.3928571343421936,1.3445266485214233,1.4654386043548584,0.5625,1.160220742225647,0.125,1.6689170598983765
28,1.299574613571167,0.5803571343421936,1.149605393409729,0.4017857015132904,1.3995540142059326,1.5036931037902832,0.5,1.2155230045318604,0.125,1.6958063840866089
29,1.191475510597229,0.6339285969734192,1.0936256647109985,0.5,1.2567085027694702,1.4885413646697998,0.5625,1.1688624620437622,0.1875,1.7016606330871582
30,1.2941614389419556,0.4553571343421936,1.2008888721466064,0.4107142984867096,1.3563430309295654,1.482925295829773,0.65625,1.1204164028167725,0.1875,1.724597692489624
31,1.237013578414917,0.5535714030265808,1.1453101634979248,0.4017857015132904,1.2981491088867188,1.4440333843231201,0.65625,1.0587258338928223,0.15625,1.7009049654006958
32,1.2128022909164429,0.5892857313156128,1.0641335248947144,0.4375,1.3119148015975952,1.372419834136963,0.6875,1.0188617706298828,0.21875,1.6081252098083496
33,1.2657393217086792,0.5625,1.1755616664886475,0.4464285671710968,1.3258578777313232,1.345996618270874,0.75,0.9501370191574097,0.28125,1.6099028587341309
34,1.2035491466522217,0.6071428656578064,1.0595227479934692,0.4642857015132904,1.2995668649673462,1.3432257175445557,0.71875,0.9260103106498718,0.1875,1.6213691234588623
