,loss,out1_accuracy,out1_loss,out2_accuracy,out2_loss,val_loss,val_out1_accuracy,val_out1_loss,val_out2_accuracy,val_out2_loss
0,1.718389630317688,0.1696428507566452,1.7696517705917358,0.2232142835855484,1.6842148303985596,1.6201131343841553,0.15625,1.6398727893829346,0.21875,1.6069397926330566
1,1.672181248664856,0.2142857164144516,1.6634567975997925,0.1785714328289032,1.6779975891113281,1.6093730926513672,0.21875,1.6183700561523438,0.21875,1.60337495803833
2,1.6770026683807373,0.1785714328289032,1.6701215505599976,0.1785714328289032,1.681589961051941,1.6132128238677979,0.15625,1.6270453929901123,0.21875,1.603991150856018
3,1.5901130437850952,0.2857142984867096,1.5854703187942505,0.3125,1.5932080745697021,1.6301589012145996,0.125,1.6535619497299194,0.21875,1.6145566701889038
4,1.62421452999115,0.2410714328289032,1.5747581720352173,0.1964285671710968,1.6571855545043945,1.6194019317626953,0.125,1.6231334209442139,0.21875,1.6169142723083496
5,1.5764572620391846,0.2946428656578064,1.582502007484436,0.3035714328289032,1.5724273920059204,1.5859113931655884,0.1875,1.543041467666626,0.21875,1.61449134349823
6,1.581702470779419,0.3482142984867096,1.5424875020980835,0.2767857015132904,1.607845664024353,1.5579992532730103,0.34375,1.470276117324829,0.21875,1.6164813041687012
7,1.543140172958374,0.3035714328289032,1.5523396730422974,0.3303571343421936,1.5370069742202759,1.536075472831726,0.375,1.4214426279067993,0.21875,1.612497329711914
8,1.5120680332183838,0.3660714328289032,1.5009278059005737,0.3125,1.5194950103759766,1.52353835105896,0.46875,1.3914084434509277,0.21875,1.611624836921692
9,1.4752265214920044,0.4017857015132904,1.4602391719818115,0.3839285671710968,1.4852179288864136,1.5211750268936157,0.46875,1.383772850036621,0.28125,1.612776517868042
10,1.4460886716842651,0.3571428656578064,1.4278699159622192,0.3660714328289032,1.458234429359436,1.5490790605545044,0.4375,1.3791879415512085,0.09375,1.662339687347412
11,1.45240318775177,0.3928571343421936,1.4398958683013916,0.3571428656578064,1.4607411623001099,1.542764663696289,0.40625,1.3749825954437256,0.09375,1.6546194553375244
12,1.4494892358779907,0.3928571343421936,1.4405134916305542,0.3392857015132904,1.4554729461669922,1.5367298126220703,0.40625,1.3805197477340698,0.21875,1.6408697366714478
13,1.4136184453964233,0.3928571343421936,1.3990923166275024,0.4017857015132904,1.4233025312423706,1.503709316253662,0.40625,1.394087553024292,0.25,1.5767902135849
14,1.3784233331680298,0.5267857313156128,1.366371989250183,0.375,1.3864574432373047,1.4514696598052979,0.4375,1.3247137069702148,0.28125,1.5359735488891602
15,1.4257174730300903,0.4196428656578064,1.3870230913162231,0.3035714328289032,1.4515135288238525,1.398491621017456,0.46875,1.2665660381317139,0.25,1.486441969871521
16,1.4191558361053467,0.4285714328289032,1.3797600269317627,0.375,1.4454195499420166,1.4001009464263916,0.5625,1.2143086194992065,0.3125,1.5239622592926025
17,1.4011542797088623,0.4196428656578064,1.3523675203323364,0.4196428656578064,1.4336785078048706,1.3588789701461792,0.59375,1.1946148872375488,0.3125,1.468388319015503
18,1.3838120698928833,0.5050504803657532,1.3404768705368042,0.3030303120613098,1.400497317314148,1.3562028408050537,0.59375,1.1978060007095337,0.34375,1.4618008136749268
19,1.3098280429840088,0.5357142686843872,1.2500869035720825,0.4642857015132904,1.3496553897857666,1.3865623474121094,0.5625,1.1967992782592773,0.34375,1.513071060180664
20,1.2956984043121338,0.5714285969734192,1.2446602582931519,0.4821428656578064,1.3297239542007446,1.3886146545410156,0.53125,1.1778616905212402,0.34375,1.5291167497634888
21,1.3167505264282227,0.4821428656578064,1.3084484338760376,0.4196428656578064,1.3222852945327759,1.3697617053985596,0.53125,1.136623740196228,0.3125,1.5251870155334473
22,1.297414779663086,0.5535714030265808,1.2312490940093994,0.375,1.3415251970291138,1.3228693008422852,0.59375,1.0923353433609009,0.34375,1.4765584468841553
23,1.3242443799972534,0.5535714030265808,1.2672901153564453,0.4196428656578064,1.3622140884399414,1.3015480041503906,0.6875,1.0673466920852661,0.34375,1.4576821327209473
24,1.3012100458145142,0.4375,1.2945932149887085,0.4642857015132904,1.3056211471557617,1.3101310729980469,0.71875,1.0632151365280151,0.3125,1.4747416973114014
25,1.2504876852035522,0.5982142686843872,1.1429617404937744,0.4642857015132904,1.3221718072891235,1.4102085828781128,0.625,1.12498140335083,0.1875,1.6003600358963013
26,1.2367011308670044,0.6517857313156128,1.1179401874542236,0.5178571343421936,1.3158750534057617,1.3830057382583618,0.65625,1.0966975688934326,0.21875,1.5738778114318848
27,1.3188502788543701,0.5446428656578064,1.2405292987823486,0.4464285671710968,1.3710641860961914,1.3125680685043335,0.6875,1.0489429235458374,0.3125,1.4883180856704712
28,1.2524855136871338,0.5625,1.1763947010040283,0.4553571343421936,1.3032128810882568,1.2720677852630615,0.71875,1.0179283618927002,0.3125,1.4414938688278198
29,1.3023755550384521,0.4910714328289032,1.2246016263961792,0.3839285671710968,1.3542248010635376,1.2495579719543457,0.75,0.9734818339347839,0.34375,1.4336085319519043
30,1.2507030963897705,0.5625,1.1896272897720337,0.4732142984867096,1.2914202213287354,1.2497191429138184,0.71875,0.9583050608634949,0.375,1.4439951181411743
31,1.1826046705245972,0.6607142686843872,1.0867964029312134,0.4642857015132904,1.2464767694473267,1.246812343597412,0.78125,0.9306888580322266,0.3125,1.4575612545013428
32,1.1623905897140503,0.5625,1.0840907096862793,0.5357142686843872,1.214590311050415,1.1649035215377808,0.84375,0.8926202058792114,0.40625,1.3464256525039673
33,1.1578878164291382,0.6517857313156128,1.0624687671661377,0.4910714328289032,1.2215003967285156,1.145270586013794,0.84375,0.8748888969421387,0.40625,1.3255248069763184
34,1.2360535860061646,0.5535714030265808,1.178316354751587,0.3839285671710968,1.2745449542999268,1.146466851234436,0.84375,0.8730634450912476,0.40625,1.3287357091903687
